,words,count
36704,प्रधान्मन्त्रीको,1
36705,विद्वता,1
36706,मुख्यालमा,1
36707,एसबाट,1
36708,डेक्सामेथासोनले,1
36709,आप्रवासनमा,1
36710,वक्ता,1
36711,योगेन्द्र,1
36712,धुरीलाई,1
36713,धानको,1
36714,ननै,1
36715,त्यसतो,1
36716,अपनाएरै,1
36717,यौनजन्य,1
36718,हिंसात्मक,1
36719,बनस्पतिले,1
36720,आौषधि,1
36721,परम्पराअनुसार,1
36722,अन्त्येष्टी,1
36723,हाच्छेउउ,1
36724,फैलदों,1
36725,कारणको,1
36726,बदनियतपूर्ण,1
36727,निर्णयहरूका,1
36728,धानै,1
36729,होलो,1
36730,सकिएजस्तै,1
36731,प्रधानमन्त्रीबीचको,1
36732,संप्रेशण,1
36733,मानसीक,1
36734,हलेदो,1
36735,जिरे,1
36736,झुण्ड्याउनु,1
36737,जाँच्दो,1
36738,तहाँ,1
36739,देखिहाल्छ,1
36740,बायुप्रदुषणका,1
36741,प्रेसरको,1
36742,कोलेस्ट्रोल,1
36743,डाबिटिज,1
36744,आये,1
36745,शम्भु,1
36746,मनभरी,1
36747,हटाउछ,1
36748,आयुर्वेदमा,1
36749,मज्जाक,1
36750,ओलीज्यूको,1
36751,आयुर्वेदलाई,1
36752,एकान्तबास्,1
36753,रोजौं,1
36754,फ्लाइटहरु,1
36755,चुहाकी,1
36756,गोदावरीका,1
36757,उच्चता,1
36758,हेरेछन,1
36759,चुरो,1
36760,दोहोर्याउन,1
36761,ंसको,1
36762,भैंस,1
36763,खड़ी,1
36764,पगुराय,1
36765,खासामा,1
36766,देख्ये,1
36767,महापगल,1
36768,एजेन्सिज्,1
36769,एसोसियसन,1
36770,टान,1
36771,चुलियोस,1
36772,अाेली,1
36773,द्यान,1
36774,सोध्छन्,1
36775,रूकुम,1
36776,पशपति,1
36777,योगेशप्रसाद,1
36778,दिसा,1
36779,लोटा,1
36780,जिरामा,1
36781,गुणसमेत,1
36782,पढ्नको,1
36783,भरेकाे,1
36784,अपानाउनु,1
36785,जनस्वाथ्यका,1
36786,पेरुले,1
36787,जोगिएनन्,1
36788,हलिया,1
36789,चामलमा,1
36790,एहसान,1
36791,भानुमा,1
36792,यसअघिकै,1
36793,कस्ट,1
36794,सहेरै,1
36795,अभुतपुर्व,1
36796,दिदादिदै,1
36797,कान्डमा,1
36798,खेलाइएको,1
36799,बेन्चमा,1
36800,टुइटे,1
36801,टुइटिहरुको,1
36802,जोगिअौ,1
36803,निर्लज्जताको,1
36804,रोकथामा,1
36805,बैठकसमेत,1
36806,तलबसँगै,1
36807,हाजिरीका,1
36808,प्रतिबैठक,1
36809,पोर,1
36810,काएम,1
36811,लाजको,1
36812,पसारो,1
36813,लट्रि,1
36814,चिठ्ठा,1
36815,साइडइफेक्ट,1
36816,नलगाऔ,1
36817,बचौला,1
36818,न्यायोचित्,1
36819,नियन्तरणको,1
36820,क्वराइनटाइनको,1
36821,गूण,1
36822,स्तरियता,1
36823,मनिटरिंग,1
36824,पराइबेटले,1
36825,गर्नचाहदा,1
36826,नदेको,1
36827,हूदैछ,1
36828,जोगाए,1
36829,ल्याएकापछि,1
36830,सीमाविवादका,1
36831,हातहतियार,1
36832,सिरियामाथि,1
36833,दूत,1
36834,तीव्रपथबाट,1
36835,अनुसूची,1
36836,निसान,1
36837,छापमा,1
36838,भोग्यौं,1
36839,एचवान,1
36840,एनवान,1
36841,इस्,1
36842,घरघरै,1
36843,होइबक्स्यो,1
36844,सर्तहरू,1
36845,व्यक्त्तिहरूलाई,1
36846,बाँकेकी,1
36847,नल्याउनु,1
36848,आश्चर्यजनक,1
36849,धाउने,1
36850,एम्बेसी,1
36851,घुम्नुन्छ,1
36852,कनेक्सन,1
36853,डेक्सामेथासोनको,1
36854,चौकिदार,1
36855,बोलेछन,1
36856,मर्नुपर्ने,1
36857,दिँदैनौँ,1
36858,बलात्कारमा,1
36859,अदुवादेखि,1
36860,गरिरहेछौँ,1
36861,खुचिंग,1
36862,मूड,1
36863,धेरैकाे,1
36864,भाेजराज,1
36865,अधीनस्थ,1
36866,राजनीतिकर्मीहरूले,1
36867,पोटिलो,1
36868,सोहीअनुरूप,1
36869,मर्दैमा,1
36870,मानिसमाथिको,1
36871,लगिँदै,1
36872,रबिन्द्र,1
36873,जनसङ्ख्याशास्त्रको,1
36874,संगीतकर्मी,1
36875,हुनुअगावै,1
36876,बास्तविकता,1
36877,कुखुरोजस्तो,1
36878,भुमिकास्थान,1
36879,बौलाएको,1
36880,मनोरोग,1
36881,उद्योगलाइ,1
36882,फर्मासिटिकल,1
36883,बाइलोजिकल,1
36884,प्रोडक्टले,1
36885,इनएक्टिभेटेड,1
36886,दास्रो,1
36887,समाराेह,1
36888,रिसर्जरहरूले,1
36889,बताइएकाे,1
36890,संकेतहरूले,1
36891,रुपन्देहीकोआरोप,1
36892,विरामीहरुमा,1
36893,हेल्चेक्र्याँईले,1
36894,ओमेरले,1
36895,महशुल,1
36896,पत्रसहित,1
36897,वेदूराम,1
36898,कुनई,1
36899,सड़कमा,1
36900,देखिनछन,1
36901,कतई,1
36902,पंछाएर,1
36903,बादी,1
36904,औल्याउँदै,1
36905,जानकारीनुसार,1
36906,जहाजलेमाल्दिभ्सबाट,1
36907,गरिन्छसरकारलाई,1
36908,रोकछ,1
36909,खाँडले,1
36910,पत्रको,1
36911,बेनीबजारमा,1
36912,भागिसक्थे,1
36913,गुरुयोजनाको,1
36914,योजनाकालागि,1
36915,काँध,1
36916,टेष्टिङका,1
36917,बुमर्याङ,1
36918,अनुशासनको,1
36919,खत्रानाक,1
36920,डेथबडी,1
36921,इटालि,1
36922,स्ंयमता,1
36923,अपनाइयन,1
36924,बनाउँदाको,1
36925,लोकतन्त्रले,1
36926,वडादेखि,1
36927,शिथिलताबाट,1
36928,संकुचनलाई,1
36929,आकारको,1
36930,तजबिजीमा,1
36931,निर्देशिकानुसार,1
36932,सुशांक,1
36933,सुनारलाई,1
36934,कोभिडअन्डर,1
36935,बालबालिकासंग,1
36936,विषेशले,1
36937,हिडियोधेरै,1
36938,बोलचाल,1
36939,गरीयोतर,1
36940,हिडाई,1
36941,वनको,1
36942,बाॅंघले,1
36943,खावोस,1
36944,नखावोस,1
36945,रह्योघॅंर,1
36946,खतराग्रस्त,1
36947,नर्सिङ्,1
36948,महाशाखाद्वारा,1
36949,जनशक्त्तिलाई,1
36950,विधिबारे,1
36951,सुपरिन्टेन्डेन्ट,1
36952,तलाइ,1
36953,लाउनुपर्ने,1
36954,सबत्र,1
36955,जोगाको,1
36956,सञजाल,1
36957,बलात्कारको,1
36958,पीडादायिक,1
36959,पासविक,1
36960,घट्नाहरु,1
36961,कडाभन्दा,1
36962,कर्पोरेशनलाई,1
36963,साँसदहरुलाई,1
36964,सौहार्द,1
36965,कोकिल,1
36966,दियर,1
36967,अामानै,1
36968,बाहिरअभिभावकत्व,1
36969,बिमानस्थलमा,1
36970,ओमानकालागि,1
36971,शर्मिला,1
36972,राहतस्वरुप,1
36973,सरकारविरुद्ध,1
36974,जोगिएकै,1
36975,वारेन्टानमा,1
36976,छटपटिरहेका,1
36977,सुदुरपश्चिम्,1
36978,प्रशिक्षकहरू,1
36979,लेख्नुहोला,1
36980,पुर्नउत्थानका,1
36981,पुर्याउनेछ,1
36982,आतिथ्यतामा,1
36983,गाउँमुखी,1
36984,संन्दर्भ,1
36985,छदा,1
36986,गाऊघरमा,1
36987,चोरेर,1
36988,लाऊन,1
36989,परोस,1
36990,भन्थ्यौ,1
36991,कोर्कोले,1
36992,हिडनु,1
36993,घानाका,1
36994,वाकु,1
36995,आग्येमन,1
36996,मनुमा,1
36997,नखाउँ,1
36998,फेङताई,1
36999,झोउ,1
37000,युकिङ,1
37001,पोल्याण्डको,1
37002,सोमवारबाट,1
37003,चेट,1
37004,ऐँजेरू,1
37005,नबजे,1
37006,अमेरीकि,1
37007,मानसिकताले,1
37008,बेइजिँगमा,1
37009,मानसिक्ता,1
37010,बसिराख्नु,1
37011,मन्त्रीज्युहरुले,1
37012,ट्याङ्की,1
37013,उतारियो,1
37014,पड्नै,1
37015,ईन्द्रबहादुर,1
37016,बजेटबारे,1
37017,कमीकमजोरीबारे,1
37018,गदैँ,1
37019,उपत्यकाले,1
37020,ल्याउनको,1
37021,प्रतापुर,1
37022,जीप,1
37023,शर्माजीप्रति,1
37024,बीजिंग,1
